--------------------NEW LOG--------------------
Logger started at: 2021-9-23 18:41:9
Validation Loss Decreased(inf--->0.02466) 	 Saving The Model
Validation Loss Decreased(0.01567--->0.01566) 	 Saving The Model
Validation Loss Decreased(0.01566--->0.01565) 	 Saving The Model
Validation Loss Decreased(0.01565--->0.01564) 	 Saving The Model
Validation Loss Decreased(0.01564--->0.01563) 	 Saving The Model
Validation Loss Decreased(0.01563--->0.01562) 	 Saving The Model
Validation Loss Decreased(0.01562--->0.01561) 	 Saving The Model
Validation Loss Decreased(0.01561--->0.01561) 	 Saving The Model
Validation Loss Decreased(0.01561--->0.01560) 	 Saving The Model
Validation Loss Decreased(0.01560--->0.01559) 	 Saving The Model
Validation Loss Decreased(0.01559--->0.01559) 	 Saving The Model
Validation Loss Decreased(0.01559--->0.01558) 	 Saving The Model
Validation Loss Decreased(0.01558--->0.01557) 	 Saving The Model
Validation Loss Decreased(0.01557--->0.01557) 	 Saving The Model
Validation Loss Decreased(0.01557--->0.01556) 	 Saving The Model
Validation Loss Decreased(0.01556--->0.01556) 	 Saving The Model
Validation Loss Decreased(0.01556--->0.01555) 	 Saving The Model
Validation Loss Decreased(0.01555--->0.01555) 	 Saving The Model
Validation Loss Decreased(0.01555--->0.01554) 	 Saving The Model
Validation Loss Decreased(0.01554--->0.01554) 	 Saving The Model
Validation Loss Decreased(0.01554--->0.01553) 	 Saving The Model
Validation Loss Decreased(0.01553--->0.01553) 	 Saving The Model
Validation Loss Decreased(0.01553--->0.01552) 	 Saving The Model
Validation Loss Decreased(0.01552--->0.01552) 	 Saving The Model
Validation Loss Decreased(0.01552--->0.01551) 	 Saving The Model
Validation Loss Decreased(0.01551--->0.01551) 	 Saving The Model
Epoch 100 		 Training Loss: 0.01182 		 Validation Loss: 0.01550
Validation Loss Decreased(0.01551--->0.01550) 	 Saving The Model
Validation Loss Decreased(0.01550--->0.01550) 	 Saving The Model
Validation Loss Decreased(0.01550--->0.01549) 	 Saving The Model
Validation Loss Decreased(0.01549--->0.01549) 	 Saving The Model
Validation Loss Decreased(0.01549--->0.01548) 	 Saving The Model
Validation Loss Decreased(0.01548--->0.01548) 	 Saving The Model
Validation Loss Decreased(0.01548--->0.01547) 	 Saving The Model
Validation Loss Decreased(0.01547--->0.01547) 	 Saving The Model
Validation Loss Decreased(0.01547--->0.01546) 	 Saving The Model
Validation Loss Decreased(0.01546--->0.01546) 	 Saving The Model
Validation Loss Decreased(0.01546--->0.01545) 	 Saving The Model
Validation Loss Decreased(0.01545--->0.01545) 	 Saving The Model
Validation Loss Decreased(0.01545--->0.01544) 	 Saving The Model
Validation Loss Decreased(0.01544--->0.01544) 	 Saving The Model
Validation Loss Decreased(0.01544--->0.01543) 	 Saving The Model
Validation Loss Decreased(0.01543--->0.01542) 	 Saving The Model
Validation Loss Decreased(0.01542--->0.01542) 	 Saving The Model
Validation Loss Decreased(0.01542--->0.01541) 	 Saving The Model
Validation Loss Decreased(0.01541--->0.01541) 	 Saving The Model
Validation Loss Decreased(0.01541--->0.01540) 	 Saving The Model
Validation Loss Decreased(0.01540--->0.01540) 	 Saving The Model
Validation Loss Decreased(0.01540--->0.01539) 	 Saving The Model
Validation Loss Decreased(0.01539--->0.01538) 	 Saving The Model
Validation Loss Decreased(0.01538--->0.01538) 	 Saving The Model
Validation Loss Decreased(0.01538--->0.01537) 	 Saving The Model
Validation Loss Decreased(0.01537--->0.01537) 	 Saving The Model
Validation Loss Decreased(0.01537--->0.01536) 	 Saving The Model
Validation Loss Decreased(0.01536--->0.01535) 	 Saving The Model
Validation Loss Decreased(0.01535--->0.01535) 	 Saving The Model
Validation Loss Decreased(0.01535--->0.01534) 	 Saving The Model
Validation Loss Decreased(0.01534--->0.01533) 	 Saving The Model
Validation Loss Decreased(0.01533--->0.01533) 	 Saving The Model
Validation Loss Decreased(0.01533--->0.01532) 	 Saving The Model
Validation Loss Decreased(0.01532--->0.01531) 	 Saving The Model
Validation Loss Decreased(0.01531--->0.01531) 	 Saving The Model
Validation Loss Decreased(0.01531--->0.01530) 	 Saving The Model
Validation Loss Decreased(0.01530--->0.01530) 	 Saving The Model
Validation Loss Decreased(0.01530--->0.01529) 	 Saving The Model
Validation Loss Decreased(0.01529--->0.01528) 	 Saving The Model
Validation Loss Decreased(0.01528--->0.01528) 	 Saving The Model
Validation Loss Decreased(0.01528--->0.01527) 	 Saving The Model
Validation Loss Decreased(0.01527--->0.01526) 	 Saving The Model
Validation Loss Decreased(0.01526--->0.01526) 	 Saving The Model
Validation Loss Decreased(0.01526--->0.01525) 	 Saving The Model
Validation Loss Decreased(0.01525--->0.01524) 	 Saving The Model
Validation Loss Decreased(0.01524--->0.01524) 	 Saving The Model
Validation Loss Decreased(0.01524--->0.01523) 	 Saving The Model
Validation Loss Decreased(0.01523--->0.01522) 	 Saving The Model
Validation Loss Decreased(0.01522--->0.01522) 	 Saving The Model
Validation Loss Decreased(0.01522--->0.01521) 	 Saving The Model
Validation Loss Decreased(0.01521--->0.01520) 	 Saving The Model
Validation Loss Decreased(0.01520--->0.01520) 	 Saving The Model
Validation Loss Decreased(0.01520--->0.01519) 	 Saving The Model
Validation Loss Decreased(0.01519--->0.01518) 	 Saving The Model
Validation Loss Decreased(0.01518--->0.01518) 	 Saving The Model
Validation Loss Decreased(0.01518--->0.01517) 	 Saving The Model
Validation Loss Decreased(0.01517--->0.01516) 	 Saving The Model
Validation Loss Decreased(0.01516--->0.01515) 	 Saving The Model
Validation Loss Decreased(0.01515--->0.01515) 	 Saving The Model
Validation Loss Decreased(0.01515--->0.01514) 	 Saving The Model
Validation Loss Decreased(0.01514--->0.01513) 	 Saving The Model
Validation Loss Decreased(0.01513--->0.01513) 	 Saving The Model
Validation Loss Decreased(0.01513--->0.01512) 	 Saving The Model
Validation Loss Decreased(0.01512--->0.01511) 	 Saving The Model
Validation Loss Decreased(0.01511--->0.01510) 	 Saving The Model
Validation Loss Decreased(0.01510--->0.01510) 	 Saving The Model
Validation Loss Decreased(0.01510--->0.01509) 	 Saving The Model
Validation Loss Decreased(0.01509--->0.01508) 	 Saving The Model
Validation Loss Decreased(0.01508--->0.01507) 	 Saving The Model
Validation Loss Decreased(0.01507--->0.01507) 	 Saving The Model
Validation Loss Decreased(0.01507--->0.01506) 	 Saving The Model
Validation Loss Decreased(0.01506--->0.01505) 	 Saving The Model
Validation Loss Decreased(0.01505--->0.01505) 	 Saving The Model
Validation Loss Decreased(0.01505--->0.01504) 	 Saving The Model
Validation Loss Decreased(0.01504--->0.01503) 	 Saving The Model
Validation Loss Decreased(0.01503--->0.01503) 	 Saving The Model
Validation Loss Decreased(0.01503--->0.01502) 	 Saving The Model
Validation Loss Decreased(0.01502--->0.01501) 	 Saving The Model
Validation Loss Decreased(0.01501--->0.01501) 	 Saving The Model
Validation Loss Decreased(0.01501--->0.01500) 	 Saving The Model
Validation Loss Decreased(0.01500--->0.01499) 	 Saving The Model
Validation Loss Decreased(0.01499--->0.01499) 	 Saving The Model
Validation Loss Decreased(0.01499--->0.01498) 	 Saving The Model
Validation Loss Decreased(0.01498--->0.01497) 	 Saving The Model
Validation Loss Decreased(0.01497--->0.01497) 	 Saving The Model
Validation Loss Decreased(0.01497--->0.01496) 	 Saving The Model
Validation Loss Decreased(0.01496--->0.01496) 	 Saving The Model
Validation Loss Decreased(0.01496--->0.01495) 	 Saving The Model
Validation Loss Decreased(0.01495--->0.01494) 	 Saving The Model
Validation Loss Decreased(0.01494--->0.01494) 	 Saving The Model
Validation Loss Decreased(0.01494--->0.01493) 	 Saving The Model
Validation Loss Decreased(0.01493--->0.01492) 	 Saving The Model
Validation Loss Decreased(0.01492--->0.01492) 	 Saving The Model
Validation Loss Decreased(0.01492--->0.01491) 	 Saving The Model
Validation Loss Decreased(0.01491--->0.01490) 	 Saving The Model
Validation Loss Decreased(0.01490--->0.01490) 	 Saving The Model
Validation Loss Decreased(0.01490--->0.01489) 	 Saving The Model
Validation Loss Decreased(0.01489--->0.01488) 	 Saving The Model
Validation Loss Decreased(0.01488--->0.01488) 	 Saving The Model
Validation Loss Decreased(0.01488--->0.01487) 	 Saving The Model
Epoch 200 		 Training Loss: 0.01068 		 Validation Loss: 0.01486
Validation Loss Decreased(0.01487--->0.01486) 	 Saving The Model
Validation Loss Decreased(0.01486--->0.01486) 	 Saving The Model
Validation Loss Decreased(0.01486--->0.01485) 	 Saving The Model
Validation Loss Decreased(0.01485--->0.01484) 	 Saving The Model
Validation Loss Decreased(0.01484--->0.01484) 	 Saving The Model
Validation Loss Decreased(0.01484--->0.01483) 	 Saving The Model
Validation Loss Decreased(0.01483--->0.01482) 	 Saving The Model
Validation Loss Decreased(0.01482--->0.01482) 	 Saving The Model
Validation Loss Decreased(0.01482--->0.01481) 	 Saving The Model
Validation Loss Decreased(0.01481--->0.01480) 	 Saving The Model
Validation Loss Decreased(0.01480--->0.01480) 	 Saving The Model
Validation Loss Decreased(0.01480--->0.01479) 	 Saving The Model
Validation Loss Decreased(0.01479--->0.01478) 	 Saving The Model
Validation Loss Decreased(0.01478--->0.01478) 	 Saving The Model
Validation Loss Decreased(0.01478--->0.01477) 	 Saving The Model
Validation Loss Decreased(0.01477--->0.01477) 	 Saving The Model
Validation Loss Decreased(0.01477--->0.01476) 	 Saving The Model
Validation Loss Decreased(0.01476--->0.01476) 	 Saving The Model
Validation Loss Decreased(0.01476--->0.01475) 	 Saving The Model
Validation Loss Decreased(0.01475--->0.01475) 	 Saving The Model
Validation Loss Decreased(0.01475--->0.01475) 	 Saving The Model
Validation Loss Decreased(0.01475--->0.01474) 	 Saving The Model
Validation Loss Decreased(0.01474--->0.01474) 	 Saving The Model
Validation Loss Decreased(0.01474--->0.01473) 	 Saving The Model
Validation Loss Decreased(0.01473--->0.01473) 	 Saving The Model
Validation Loss Decreased(0.01473--->0.01473) 	 Saving The Model
Validation Loss Decreased(0.01473--->0.01472) 	 Saving The Model
Validation Loss Decreased(0.01472--->0.01472) 	 Saving The Model
Validation Loss Decreased(0.01472--->0.01471) 	 Saving The Model
Validation Loss Decreased(0.01471--->0.01471) 	 Saving The Model
Validation Loss Decreased(0.01471--->0.01471) 	 Saving The Model
Validation Loss Decreased(0.01471--->0.01470) 	 Saving The Model
Validation Loss Decreased(0.01470--->0.01470) 	 Saving The Model
Validation Loss Decreased(0.01470--->0.01470) 	 Saving The Model
Validation Loss Decreased(0.01470--->0.01469) 	 Saving The Model
Validation Loss Decreased(0.01469--->0.01469) 	 Saving The Model
Validation Loss Decreased(0.01469--->0.01469) 	 Saving The Model
Validation Loss Decreased(0.01469--->0.01468) 	 Saving The Model
Validation Loss Decreased(0.01468--->0.01468) 	 Saving The Model
Validation Loss Decreased(0.01468--->0.01468) 	 Saving The Model
Validation Loss Decreased(0.01468--->0.01467) 	 Saving The Model
Validation Loss Decreased(0.01467--->0.01467) 	 Saving The Model
Validation Loss Decreased(0.01467--->0.01466) 	 Saving The Model
Validation Loss Decreased(0.01466--->0.01466) 	 Saving The Model
Validation Loss Decreased(0.01466--->0.01466) 	 Saving The Model
Validation Loss Decreased(0.01466--->0.01466) 	 Saving The Model
Validation Loss Decreased(0.01466--->0.01465) 	 Saving The Model
Validation Loss Decreased(0.01465--->0.01465) 	 Saving The Model
Validation Loss Decreased(0.01465--->0.01465) 	 Saving The Model
Validation Loss Decreased(0.01465--->0.01465) 	 Saving The Model
Validation Loss Decreased(0.01465--->0.01464) 	 Saving The Model
Validation Loss Decreased(0.01464--->0.01464) 	 Saving The Model
Validation Loss Decreased(0.01464--->0.01464) 	 Saving The Model
Validation Loss Decreased(0.01464--->0.01464) 	 Saving The Model
Validation Loss Decreased(0.01464--->0.01464) 	 Saving The Model
Validation Loss Decreased(0.01464--->0.01464) 	 Saving The Model
Validation Loss Decreased(0.01464--->0.01464) 	 Saving The Model
Validation Loss Decreased(0.01464--->0.01463) 	 Saving The Model
Validation Loss Decreased(0.01463--->0.01463) 	 Saving The Model
Validation Loss Decreased(0.01463--->0.01463) 	 Saving The Model
Validation Loss Decreased(0.01463--->0.01463) 	 Saving The Model
Validation Loss Decreased(0.01463--->0.01463) 	 Saving The Model
Validation Loss Decreased(0.01463--->0.01463) 	 Saving The Model
Validation Loss Decreased(0.01463--->0.01463) 	 Saving The Model
Validation Loss Decreased(0.01463--->0.01463) 	 Saving The Model
Validation Loss Decreased(0.01463--->0.01463) 	 Saving The Model
Validation Loss Decreased(0.01463--->0.01463) 	 Saving The Model
Validation Loss Decreased(0.01463--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Epoch 300 		 Training Loss: 0.00960 		 Validation Loss: 0.01462
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01462) 	 Saving The Model
Validation Loss Decreased(0.01462--->0.01461) 	 Saving The Model
Validation Loss Decreased(0.01461--->0.01461) 	 Saving The Model
Validation Loss Decreased(0.01461--->0.01461) 	 Saving The Model
Validation Loss Decreased(0.01461--->0.01461) 	 Saving The Model
Validation Loss Decreased(0.01461--->0.01461) 	 Saving The Model
Validation Loss Decreased(0.01461--->0.01460) 	 Saving The Model
Validation Loss Decreased(0.01460--->0.01460) 	 Saving The Model
Validation Loss Decreased(0.01460--->0.01460) 	 Saving The Model
Validation Loss Decreased(0.01460--->0.01460) 	 Saving The Model
Validation Loss Decreased(0.01460--->0.01460) 	 Saving The Model
Validation Loss Decreased(0.01460--->0.01459) 	 Saving The Model
Validation Loss Decreased(0.01459--->0.01459) 	 Saving The Model
Validation Loss Decreased(0.01459--->0.01459) 	 Saving The Model
Validation Loss Decreased(0.01459--->0.01459) 	 Saving The Model
Validation Loss Decreased(0.01459--->0.01459) 	 Saving The Model
Validation Loss Decreased(0.01459--->0.01459) 	 Saving The Model
Validation Loss Decreased(0.01459--->0.01459) 	 Saving The Model
Validation Loss Decreased(0.01459--->0.01458) 	 Saving The Model
Validation Loss Decreased(0.01458--->0.01458) 	 Saving The Model
Validation Loss Decreased(0.01458--->0.01458) 	 Saving The Model
Validation Loss Decreased(0.01458--->0.01458) 	 Saving The Model
Validation Loss Decreased(0.01458--->0.01458) 	 Saving The Model
Validation Loss Decreased(0.01458--->0.01458) 	 Saving The Model
Validation Loss Decreased(0.01458--->0.01457) 	 Saving The Model
Validation Loss Decreased(0.01457--->0.01457) 	 Saving The Model
Validation Loss Decreased(0.01457--->0.01457) 	 Saving The Model
Validation Loss Decreased(0.01457--->0.01457) 	 Saving The Model
Validation Loss Decreased(0.01457--->0.01456) 	 Saving The Model
Validation Loss Decreased(0.01456--->0.01456) 	 Saving The Model
Validation Loss Decreased(0.01456--->0.01456) 	 Saving The Model
Validation Loss Decreased(0.01456--->0.01456) 	 Saving The Model
Validation Loss Decreased(0.01456--->0.01456) 	 Saving The Model
Validation Loss Decreased(0.01456--->0.01456) 	 Saving The Model
Validation Loss Decreased(0.01456--->0.01456) 	 Saving The Model
Validation Loss Decreased(0.01456--->0.01456) 	 Saving The Model
Validation Loss Decreased(0.01456--->0.01456) 	 Saving The Model
Validation Loss Decreased(0.01456--->0.01456) 	 Saving The Model
Validation Loss Decreased(0.01456--->0.01455) 	 Saving The Model
Validation Loss Decreased(0.01455--->0.01455) 	 Saving The Model
Validation Loss Decreased(0.01455--->0.01455) 	 Saving The Model
Validation Loss Decreased(0.01455--->0.01454) 	 Saving The Model
Validation Loss Decreased(0.01454--->0.01454) 	 Saving The Model
Validation Loss Decreased(0.01454--->0.01454) 	 Saving The Model
Validation Loss Decreased(0.01454--->0.01453) 	 Saving The Model
Validation Loss Decreased(0.01453--->0.01453) 	 Saving The Model
Epoch 400 		 Training Loss: 0.00890 		 Validation Loss: 0.01453
Validation Loss Decreased(0.01453--->0.01453) 	 Saving The Model
Validation Loss Decreased(0.01453--->0.01452) 	 Saving The Model
Validation Loss Decreased(0.01452--->0.01452) 	 Saving The Model
Validation Loss Decreased(0.01452--->0.01452) 	 Saving The Model
Validation Loss Decreased(0.01452--->0.01452) 	 Saving The Model
Validation Loss Decreased(0.01452--->0.01452) 	 Saving The Model
Validation Loss Decreased(0.01452--->0.01452) 	 Saving The Model
Validation Loss Decreased(0.01452--->0.01452) 	 Saving The Model
Validation Loss Decreased(0.01452--->0.01451) 	 Saving The Model
Validation Loss Decreased(0.01451--->0.01451) 	 Saving The Model
Validation Loss Decreased(0.01451--->0.01451) 	 Saving The Model
Validation Loss Decreased(0.01451--->0.01451) 	 Saving The Model
Validation Loss Decreased(0.01451--->0.01451) 	 Saving The Model
Validation Loss Decreased(0.01451--->0.01451) 	 Saving The Model
Validation Loss Decreased(0.01451--->0.01451) 	 Saving The Model
Validation Loss Decreased(0.01451--->0.01451) 	 Saving The Model
Validation Loss Decreased(0.01451--->0.01450) 	 Saving The Model
Validation Loss Decreased(0.01450--->0.01450) 	 Saving The Model
Validation Loss Decreased(0.01450--->0.01450) 	 Saving The Model
Validation Loss Decreased(0.01450--->0.01450) 	 Saving The Model
Validation Loss Decreased(0.01450--->0.01450) 	 Saving The Model
Validation Loss Decreased(0.01450--->0.01450) 	 Saving The Model
Validation Loss Decreased(0.01450--->0.01450) 	 Saving The Model
Validation Loss Decreased(0.01450--->0.01449) 	 Saving The Model
Validation Loss Decreased(0.01449--->0.01449) 	 Saving The Model
Validation Loss Decreased(0.01449--->0.01449) 	 Saving The Model
Validation Loss Decreased(0.01449--->0.01449) 	 Saving The Model
Validation Loss Decreased(0.01449--->0.01448) 	 Saving The Model
Validation Loss Decreased(0.01448--->0.01448) 	 Saving The Model
Validation Loss Decreased(0.01448--->0.01448) 	 Saving The Model
Validation Loss Decreased(0.01448--->0.01447) 	 Saving The Model
Validation Loss Decreased(0.01447--->0.01447) 	 Saving The Model
Validation Loss Decreased(0.01447--->0.01447) 	 Saving The Model
Validation Loss Decreased(0.01447--->0.01447) 	 Saving The Model
Validation Loss Decreased(0.01447--->0.01447) 	 Saving The Model
Validation Loss Decreased(0.01447--->0.01447) 	 Saving The Model
Validation Loss Decreased(0.01447--->0.01446) 	 Saving The Model
Validation Loss Decreased(0.01446--->0.01446) 	 Saving The Model
Validation Loss Decreased(0.01446--->0.01446) 	 Saving The Model
Validation Loss Decreased(0.01446--->0.01446) 	 Saving The Model
Validation Loss Decreased(0.01446--->0.01446) 	 Saving The Model
Validation Loss Decreased(0.01446--->0.01445) 	 Saving The Model
Validation Loss Decreased(0.01445--->0.01445) 	 Saving The Model
Validation Loss Decreased(0.01445--->0.01445) 	 Saving The Model
Validation Loss Decreased(0.01445--->0.01445) 	 Saving The Model
Validation Loss Decreased(0.01445--->0.01445) 	 Saving The Model
Validation Loss Decreased(0.01445--->0.01445) 	 Saving The Model
Validation Loss Decreased(0.01445--->0.01445) 	 Saving The Model
Validation Loss Decreased(0.01445--->0.01444) 	 Saving The Model
Validation Loss Decreased(0.01444--->0.01444) 	 Saving The Model
Validation Loss Decreased(0.01444--->0.01444) 	 Saving The Model
Validation Loss Decreased(0.01444--->0.01444) 	 Saving The Model
Validation Loss Decreased(0.01444--->0.01444) 	 Saving The Model
Validation Loss Decreased(0.01444--->0.01444) 	 Saving The Model
Validation Loss Decreased(0.01444--->0.01444) 	 Saving The Model
Validation Loss Decreased(0.01444--->0.01443) 	 Saving The Model
Validation Loss Decreased(0.01443--->0.01443) 	 Saving The Model
Validation Loss Decreased(0.01443--->0.01443) 	 Saving The Model
Validation Loss Decreased(0.01443--->0.01443) 	 Saving The Model
Validation Loss Decreased(0.01443--->0.01443) 	 Saving The Model
Validation Loss Decreased(0.01443--->0.01443) 	 Saving The Model
Validation Loss Decreased(0.01443--->0.01442) 	 Saving The Model
Validation Loss Decreased(0.01442--->0.01442) 	 Saving The Model
Validation Loss Decreased(0.01442--->0.01442) 	 Saving The Model
Validation Loss Decreased(0.01442--->0.01442) 	 Saving The Model
Validation Loss Decreased(0.01442--->0.01442) 	 Saving The Model
Validation Loss Decreased(0.01442--->0.01441) 	 Saving The Model
Validation Loss Decreased(0.01441--->0.01441) 	 Saving The Model
Validation Loss Decreased(0.01441--->0.01441) 	 Saving The Model
Validation Loss Decreased(0.01441--->0.01441) 	 Saving The Model
Validation Loss Decreased(0.01441--->0.01441) 	 Saving The Model
Validation Loss Decreased(0.01441--->0.01441) 	 Saving The Model
Validation Loss Decreased(0.01441--->0.01441) 	 Saving The Model
Validation Loss Decreased(0.01441--->0.01441) 	 Saving The Model
Validation Loss Decreased(0.01441--->0.01440) 	 Saving The Model
Validation Loss Decreased(0.01440--->0.01440) 	 Saving The Model
Validation Loss Decreased(0.01440--->0.01440) 	 Saving The Model
Validation Loss Decreased(0.01440--->0.01440) 	 Saving The Model
Validation Loss Decreased(0.01440--->0.01440) 	 Saving The Model
Validation Loss Decreased(0.01440--->0.01440) 	 Saving The Model
Validation Loss Decreased(0.01440--->0.01439) 	 Saving The Model
Validation Loss Decreased(0.01439--->0.01439) 	 Saving The Model
Validation Loss Decreased(0.01439--->0.01439) 	 Saving The Model
Validation Loss Decreased(0.01439--->0.01439) 	 Saving The Model
Validation Loss Decreased(0.01439--->0.01439) 	 Saving The Model
Validation Loss Decreased(0.01439--->0.01438) 	 Saving The Model
Validation Loss Decreased(0.01438--->0.01438) 	 Saving The Model
Validation Loss Decreased(0.01438--->0.01438) 	 Saving The Model
Validation Loss Decreased(0.01438--->0.01437) 	 Saving The Model
Validation Loss Decreased(0.01437--->0.01437) 	 Saving The Model
Validation Loss Decreased(0.01437--->0.01437) 	 Saving The Model
Validation Loss Decreased(0.01437--->0.01436) 	 Saving The Model
Validation Loss Decreased(0.01436--->0.01436) 	 Saving The Model
Validation Loss Decreased(0.01436--->0.01436) 	 Saving The Model
Validation Loss Decreased(0.01436--->0.01436) 	 Saving The Model
Validation Loss Decreased(0.01436--->0.01436) 	 Saving The Model
Validation Loss Decreased(0.01436--->0.01435) 	 Saving The Model
Validation Loss Decreased(0.01435--->0.01435) 	 Saving The Model
Validation Loss Decreased(0.01435--->0.01435) 	 Saving The Model
Validation Loss Decreased(0.01435--->0.01435) 	 Saving The Model
Epoch 500 		 Training Loss: 0.00832 		 Validation Loss: 0.01435
Validation Loss Decreased(0.01435--->0.01435) 	 Saving The Model
Validation Loss Decreased(0.01435--->0.01434) 	 Saving The Model
Validation Loss Decreased(0.01434--->0.01434) 	 Saving The Model
Validation Loss Decreased(0.01434--->0.01434) 	 Saving The Model
Validation Loss Decreased(0.01434--->0.01433) 	 Saving The Model
Validation Loss Decreased(0.01433--->0.01433) 	 Saving The Model
Validation Loss Decreased(0.01433--->0.01433) 	 Saving The Model
Validation Loss Decreased(0.01433--->0.01433) 	 Saving The Model
Validation Loss Decreased(0.01433--->0.01433) 	 Saving The Model
Validation Loss Decreased(0.01433--->0.01432) 	 Saving The Model
Validation Loss Decreased(0.01432--->0.01432) 	 Saving The Model
Validation Loss Decreased(0.01432--->0.01432) 	 Saving The Model
Validation Loss Decreased(0.01432--->0.01432) 	 Saving The Model
Validation Loss Decreased(0.01432--->0.01431) 	 Saving The Model
Validation Loss Decreased(0.01431--->0.01431) 	 Saving The Model
Validation Loss Decreased(0.01431--->0.01431) 	 Saving The Model
Validation Loss Decreased(0.01431--->0.01431) 	 Saving The Model
Validation Loss Decreased(0.01431--->0.01430) 	 Saving The Model
Validation Loss Decreased(0.01430--->0.01430) 	 Saving The Model
Validation Loss Decreased(0.01430--->0.01430) 	 Saving The Model
Validation Loss Decreased(0.01430--->0.01429) 	 Saving The Model
Validation Loss Decreased(0.01429--->0.01429) 	 Saving The Model
Validation Loss Decreased(0.01429--->0.01429) 	 Saving The Model
Validation Loss Decreased(0.01429--->0.01429) 	 Saving The Model
Validation Loss Decreased(0.01429--->0.01428) 	 Saving The Model
Validation Loss Decreased(0.01428--->0.01428) 	 Saving The Model
Validation Loss Decreased(0.01428--->0.01428) 	 Saving The Model
Validation Loss Decreased(0.01428--->0.01428) 	 Saving The Model
Validation Loss Decreased(0.01428--->0.01428) 	 Saving The Model
Validation Loss Decreased(0.01428--->0.01427) 	 Saving The Model
Validation Loss Decreased(0.01427--->0.01427) 	 Saving The Model
Validation Loss Decreased(0.01427--->0.01427) 	 Saving The Model
Validation Loss Decreased(0.01427--->0.01427) 	 Saving The Model
Validation Loss Decreased(0.01427--->0.01427) 	 Saving The Model
Validation Loss Decreased(0.01427--->0.01427) 	 Saving The Model
Validation Loss Decreased(0.01427--->0.01427) 	 Saving The Model
Validation Loss Decreased(0.01427--->0.01427) 	 Saving The Model
Validation Loss Decreased(0.01427--->0.01426) 	 Saving The Model
Validation Loss Decreased(0.01426--->0.01426) 	 Saving The Model
Validation Loss Decreased(0.01426--->0.01426) 	 Saving The Model
Validation Loss Decreased(0.01426--->0.01426) 	 Saving The Model
Validation Loss Decreased(0.01426--->0.01425) 	 Saving The Model
Validation Loss Decreased(0.01425--->0.01425) 	 Saving The Model
Validation Loss Decreased(0.01425--->0.01425) 	 Saving The Model
Validation Loss Decreased(0.01425--->0.01425) 	 Saving The Model
Validation Loss Decreased(0.01425--->0.01425) 	 Saving The Model
Validation Loss Decreased(0.01425--->0.01425) 	 Saving The Model
Validation Loss Decreased(0.01425--->0.01425) 	 Saving The Model
Validation Loss Decreased(0.01425--->0.01424) 	 Saving The Model
Validation Loss Decreased(0.01424--->0.01424) 	 Saving The Model
Validation Loss Decreased(0.01424--->0.01424) 	 Saving The Model
Validation Loss Decreased(0.01424--->0.01424) 	 Saving The Model
Validation Loss Decreased(0.01424--->0.01424) 	 Saving The Model
Validation Loss Decreased(0.01424--->0.01424) 	 Saving The Model
Validation Loss Decreased(0.01424--->0.01424) 	 Saving The Model
Validation Loss Decreased(0.01424--->0.01424) 	 Saving The Model
Validation Loss Decreased(0.01424--->0.01424) 	 Saving The Model
Validation Loss Decreased(0.01424--->0.01423) 	 Saving The Model
Validation Loss Decreased(0.01423--->0.01423) 	 Saving The Model
Validation Loss Decreased(0.01423--->0.01423) 	 Saving The Model
Validation Loss Decreased(0.01423--->0.01423) 	 Saving The Model
Validation Loss Decreased(0.01423--->0.01423) 	 Saving The Model
Validation Loss Decreased(0.01423--->0.01423) 	 Saving The Model
Validation Loss Decreased(0.01423--->0.01423) 	 Saving The Model
Validation Loss Decreased(0.01423--->0.01423) 	 Saving The Model
Validation Loss Decreased(0.01423--->0.01422) 	 Saving The Model
Validation Loss Decreased(0.01422--->0.01422) 	 Saving The Model
Validation Loss Decreased(0.01422--->0.01422) 	 Saving The Model
Validation Loss Decreased(0.01422--->0.01422) 	 Saving The Model
Validation Loss Decreased(0.01422--->0.01422) 	 Saving The Model
Validation Loss Decreased(0.01422--->0.01422) 	 Saving The Model
Validation Loss Decreased(0.01422--->0.01422) 	 Saving The Model
Validation Loss Decreased(0.01422--->0.01422) 	 Saving The Model
Validation Loss Decreased(0.01422--->0.01421) 	 Saving The Model
Validation Loss Decreased(0.01421--->0.01421) 	 Saving The Model
